Tahun,Bulan,Tanggal,Jam,O3_Concentration_ppb,(%) O3_Concentration_ppb,PGA_Gain,(%) PGA_Gain,Instrument_Gain,(%) Instrument_Gain,Lamp_Current_mA,(%) Lamp_Current_mA,Gas_Pressure_torr,(%) Gas_Pressure_torr,Ambient_Pressure_torr,(%) Ambient_Pressure_torr,Chassis_Temp_C,(%) Chassis_Temp_C,Lamp_Temp_C,(%) Lamp_Temp_C,Status_Code,(%) Status_Code,Operation_State,(%) Operation_State,Units_Code,(%) Units_Code,Filter_Type,(%) Filter_Type
2024,7,16,16,0.0022,33.3333,61.1364,36.6667,1.2555,36.6667,9.8371,36.6667,743.1276,36.6667,758.7792,36.6667,30.7659,36.6667,50.1098,36.6667,2.5455,36.6667,18.5455,36.6667,-9999.0,36.6667,1.0,36.6667
2024,7,16,17,0.011,100.0,64.0,100.0,1.2555,100.0,9.8366,100.0,741.0513,100.0,758.5158,100.0,31.544,100.0,50.0021,100.0,2.0,100.0,3.0667,100.0,-9999.0,100.0,1.0,100.0
2024,7,16,18,0.0116,66.6667,64.0,100.0,1.2555,100.0,9.8376,100.0,740.945,100.0,758.3698,100.0,31.7472,100.0,50.0011,100.0,2.0,100.0,2.8167,100.0,-9999.0,100.0,1.0,100.0
2024,7,16,19,0.0116,100.0,64.0,100.0,1.2555,100.0,9.8369,100.0,741.0922,100.0,758.5152,100.0,31.9527,100.0,49.9992,100.0,2.0,100.0,3.6167,100.0,-9999.0,100.0,1.0,100.0
2024,7,16,20,0.0136,70.0,64.0,100.0,1.2555,100.0,9.836,100.0,741.4685,100.0,758.9288,100.0,31.441,100.0,49.9991,100.0,2.0,100.0,4.35,100.0,-9999.0,100.0,1.0,100.0
2024,7,16,21,0.0137,56.6667,64.0,100.0,1.2555,100.0,9.837,100.0,741.9192,100.0,759.4029,100.0,31.1635,100.0,49.9995,100.0,2.0,100.0,4.1167,100.0,-9999.0,100.0,1.0,100.0
2024,7,16,22,0.0125,100.0,64.0,100.0,1.2555,100.0,9.8383,100.0,742.3768,100.0,759.8802,100.0,31.0772,100.0,49.998,100.0,2.0,100.0,3.55,100.0,-9999.0,100.0,1.0,100.0
2024,7,16,23,0.0123,100.0,64.0,100.0,1.2555,100.0,9.8399,100.0,743.0408,100.0,760.5528,100.0,31.029,100.0,49.9999,100.0,2.0,100.0,3.0333,100.0,-9999.0,100.0,1.0,100.0
2024,7,17,0,0.0122,100.0,64.0,100.0,1.2555,100.0,9.84,100.0,743.4352,100.0,760.9298,100.0,31.0407,100.0,50.0016,100.0,2.0,100.0,2.8167,100.0,-9999.0,100.0,1.0,100.0
2024,7,17,1,0.0123,100.0,64.0,100.0,1.2555,100.0,9.8398,100.0,743.4748,100.0,760.9684,100.0,30.9728,100.0,50.0002,100.0,2.0,100.0,3.9667,100.0,-9999.0,100.0,1.0,100.0
2024,7,17,2,0.0119,91.6667,64.0,100.0,1.2555,100.0,9.8385,100.0,743.2604,100.0,760.7367,100.0,30.91,100.0,50.0021,100.0,2.0,100.0,4.3,100.0,-9999.0,100.0,1.0,100.0
2024,7,17,3,0.0113,93.3333,64.0,100.0,1.2555,100.0,9.8384,100.0,742.8541,100.0,760.3204,100.0,30.8803,100.0,50.0006,100.0,2.0,100.0,4.1167,100.0,-9999.0,100.0,1.0,100.0
2024,7,17,4,0.0107,100.0,64.0,100.0,1.2555,100.0,9.8387,100.0,742.4248,100.0,759.9061,100.0,30.8872,100.0,50.0004,100.0,2.0,100.0,3.1833,100.0,-9999.0,100.0,1.0,100.0
2024,7,17,5,0.0104,91.6667,64.0,100.0,1.2555,100.0,9.8398,100.0,741.9373,100.0,759.4082,100.0,30.8842,100.0,50.001,100.0,2.0,100.0,2.9833,100.0,-9999.0,100.0,1.0,100.0
2024,7,17,6,0.0094,78.3333,64.0,100.0,1.2555,100.0,9.8399,100.0,741.78,100.0,759.2278,100.0,31.0427,100.0,49.9982,100.0,2.0,100.0,2.8167,100.0,-9999.0,100.0,1.0,100.0
2024,7,17,7,0.0082,83.3333,64.0,100.0,1.2555,100.0,9.8397,100.0,742.078,100.0,759.4915,100.0,31.5085,100.0,50.0008,100.0,2.0,100.0,4.3333,100.0,-9999.0,100.0,1.0,100.0
2024,7,17,8,0.0087,100.0,64.0,100.0,1.2555,100.0,9.838,100.0,742.4018,100.0,759.8361,100.0,31.271,100.0,49.9991,100.0,2.0,100.0,4.25,100.0,-9999.0,100.0,1.0,100.0
2024,7,17,9,0.0086,93.3333,64.0,100.0,1.2555,100.0,9.8382,100.0,742.7323,100.0,760.1857,100.0,31.1895,100.0,50.0005,100.0,2.0,100.0,4.0333,100.0,-9999.0,100.0,1.0,100.0
2024,7,17,10,0.0089,100.0,64.0,100.0,1.2555,100.0,9.838,100.0,743.0672,100.0,760.5402,100.0,31.2187,100.0,50.0023,100.0,2.0,100.0,3.0167,100.0,-9999.0,100.0,1.0,100.0
2024,7,17,11,0.0092,88.3333,64.0,100.0,1.2555,100.0,9.8389,100.0,743.3215,100.0,760.8334,100.0,31.1062,100.0,49.9979,100.0,2.0,100.0,2.9333,100.0,-9999.0,100.0,1.0,100.0
2024,7,17,12,0.0509,51.6667,64.0,100.0,1.2555,100.0,9.8401,100.0,743.2775,100.0,760.7635,100.0,31.1647,100.0,49.9991,100.0,2.0,100.0,3.25,100.0,-9999.0,100.0,1.0,100.0
2024,7,17,13,0.0655,85.0,64.0,100.0,1.2555,100.0,9.839,100.0,742.9034,100.0,760.4051,100.0,31.1927,100.0,49.9987,100.0,2.0,100.0,4.3167,100.0,-9999.0,100.0,1.0,100.0
2024,7,17,14,1.1771,86.6667,60.85,100.0,1.2555,100.0,9.8351,100.0,742.3215,100.0,760.0851,100.0,31.192,100.0,50.0431,100.0,2.15,100.0,8.3333,100.0,0.0333,100.0,1.0,100.0
2024,7,17,15,19.1257,100.0,64.0,100.0,1.2555,100.0,9.8277,100.0,742.015,100.0,759.6006,100.0,31.1522,100.0,49.9982,100.0,2.0,100.0,3.1333,100.0,1.0,100.0,1.0,100.0
2024,7,17,16,13.1347,100.0,64.0,100.0,1.2555,100.0,9.8292,100.0,741.3224,100.0,758.8842,100.0,31.1065,100.0,49.9993,100.0,2.0,100.0,2.9,100.0,1.0,100.0,1.0,100.0
2024,7,17,17,10.197,100.0,64.0,100.0,1.2555,100.0,9.831,100.0,740.9569,100.0,758.4647,100.0,31.4017,100.0,49.9995,100.0,2.0,100.0,3.2833,100.0,1.0,100.0,1.0,100.0
2024,7,17,18,8.875,100.0,64.0,100.0,1.2555,100.0,9.83,100.0,740.9633,100.0,758.4674,100.0,31.4428,100.0,49.999,100.0,2.0,100.0,4.2833,100.0,1.0,100.0,1.0,100.0
2024,7,17,19,8.8958,46.6667,64.0,46.6667,1.2555,46.6667,9.8283,46.6667,741.1363,46.6667,758.6669,46.6667,31.5164,46.6667,50.0037,46.6667,2.0,46.6667,3.0714,46.6667,1.0,46.6667,1.0,46.6667
2024,7,17,20,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,17,21,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,17,22,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,17,23,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,1,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,2,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,3,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,4,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,5,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,6,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,7,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,8,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,9,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,10,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,11,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,12,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,13,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,14,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,15,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,16,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,17,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,18,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,19,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,20,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,21,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,22,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,18,23,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,1,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,2,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,3,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,4,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,5,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,6,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,7,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,8,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,9,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,10,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,11,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,12,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,13,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,14,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,15,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,16,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,17,12.169,81.6667,67.6415,88.3333,1.2555,88.3333,9.8464,88.3333,740.5069,88.3333,758.5052,88.3333,30.3904,88.3333,49.5815,88.3333,2.3774,88.3333,11.3019,88.3333,1.0,88.3333,1.0,88.3333
2024,7,19,18,15.5299,93.3333,115.2,100.0,1.2555,100.0,9.8561,100.0,740.8456,100.0,758.3047,100.0,31.3495,100.0,49.9999,100.0,2.0,100.0,4.3167,100.0,1.0,100.0,1.0,100.0
2024,7,19,19,12.7747,71.6667,112.0,100.0,1.2555,100.0,9.8574,100.0,741.3195,100.0,758.747,100.0,31.2695,100.0,50.002,100.0,2.0,100.0,4.15,100.0,1.0,100.0,1.0,100.0
2024,7,19,20,-9999.0,0.0,64.0,43.3333,1.2555,43.3333,9.8453,43.3333,741.7242,43.3333,759.22,43.3333,31.2904,43.3333,50.0006,43.3333,1263.5385,43.3333,0.4231,43.3333,1.0,43.3333,1.0,43.3333
2024,7,19,21,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,22,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,19,23,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,1,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,2,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,3,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,4,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,5,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,6,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,7,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,8,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,9,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,10,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,11,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,12,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,13,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,14,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,15,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,16,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,17,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,18,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,19,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,20,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,21,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,22,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,20,23,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,21,0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,21,1,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,21,2,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,21,3,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,21,4,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
