Tahun,Bulan,Tanggal,Jam,O3_Concentration_ppb,(%) O3_Concentration_ppb,PGA_Gain,(%) PGA_Gain,Instrument_Gain,(%) Instrument_Gain,Lamp_Current_mA,(%) Lamp_Current_mA,Gas_Pressure_torr,(%) Gas_Pressure_torr,Ambient_Pressure_torr,(%) Ambient_Pressure_torr,Chassis_Temp_C,(%) Chassis_Temp_C,Lamp_Temp_C,(%) Lamp_Temp_C,Status_Code,(%) Status_Code,Operation_State,(%) Operation_State,Units_Code,(%) Units_Code,Filter_Type,(%) Filter_Type
2024,7,31,11,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,31,12,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,31,13,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,31,14,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,31,15,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,31,16,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,31,17,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,31,18,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,31,19,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,31,20,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,31,21,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,31,22,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,7,31,23,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,1,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,2,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,3,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,4,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,5,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,6,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,7,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,8,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,9,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,10,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,11,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,12,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,13,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,14,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,15,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,16,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,17,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,18,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,19,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,20,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,21,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,22,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,1,23,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,1,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,2,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,3,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,4,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,5,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,6,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,7,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,8,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,9,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,10,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,11,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,12,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,13,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,14,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,15,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,16,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,17,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,18,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,19,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,20,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,21,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,22,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,2,23,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,1,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,2,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,3,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,4,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,5,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,6,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,7,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,8,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,9,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,10,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,11,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,12,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,13,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,14,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,15,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,16,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,17,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,18,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,19,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,20,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,21,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,22,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,3,23,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,1,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,2,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,3,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,4,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,5,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,6,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,7,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,8,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,9,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,10,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,11,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,12,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,13,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,14,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,15,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,16,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,17,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,18,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,19,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
2024,8,4,20,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0
